hgnc_id	gene_symbol	ndd_ad_classes	ndd_ar_classes	ndd_adar_classes	ndd_all_classes
HGNC:11033	SLC4A7	uknown	uknown	uknown	uknown
HGNC:11034	SLC4A8	negative	negative	negative	negative
HGNC:11035	SLC4A9	negative	negative	negative	negative
HGNC:13811	SLC4A10	uknown	uknown	uknown	uknown
HGNC:16438	SLC4A11	uknown	uknown	uknown	uknown
HGNC:11036	SLC5A1	uknown	uknown	uknown	uknown
HGNC:11037	SLC5A2	uknown	uknown	uknown	uknown
HGNC:11038	SLC5A3	negative	negative	negative	negative
HGNC:11039	SLC5A4	negative	negative	negative	negative
HGNC:11040	SLC5A5	uknown	uknown	uknown	uknown
HGNC:11041	SLC5A6	-	positive	positive	positive
HGNC:14025	SLC5A7	uknown	uknown	uknown	uknown
HGNC:19119	SLC5A8	negative	negative	negative	negative
HGNC:22146	SLC5A9	negative	negative	negative	negative
HGNC:23155	SLC5A10	negative	negative	negative	negative
HGNC:23091	SLC5A11	negative	negative	negative	negative
HGNC:28750	SLC5A12	negative	negative	negative	negative
HGNC:11042	SLC6A1	positive	-	positive	positive
HGNC:11048	SLC6A2	negative	negative	negative	negative
HGNC:11049	SLC6A3	-	positive	positive	positive
HGNC:11050	SLC6A4	uknown	uknown	uknown	uknown
HGNC:11051	SLC6A5	uknown	uknown	uknown	uknown
HGNC:11052	SLC6A6	uknown	uknown	uknown	uknown
HGNC:11054	SLC6A7	negative	negative	negative	negative
HGNC:11055	SLC6A8	-	-	-	positive
HGNC:11056	SLC6A9	-	positive	positive	positive
HGNC:11044	SLC6A11	negative	negative	negative	negative
HGNC:11045	SLC6A12	negative	negative	negative	negative
HGNC:11046	SLC6A13	negative	negative	negative	negative
HGNC:11047	SLC6A14	negative	negative	negative	negative
HGNC:13621	SLC6A15	negative	negative	negative	negative
HGNC:13622	SLC6A16	negative	negative	negative	negative
HGNC:31399	SLC6A17	-	positive	positive	positive
HGNC:26441	SLC6A18	negative	negative	negative	negative
HGNC:27960	SLC6A19	-	positive	positive	positive
HGNC:30927	SLC6A20	uknown	uknown	uknown	uknown
HGNC:11057	SLC7A1	negative	negative	negative	negative
HGNC:11060	SLC7A2	negative	negative	negative	negative
HGNC:11061	SLC7A3	uknown	uknown	uknown	uknown
HGNC:11062	SLC7A4	negative	negative	negative	negative
HGNC:11063	SLC7A5	uknown	uknown	uknown	uknown
HGNC:11064	SLC7A6	negative	negative	negative	negative
HGNC:25807	SLC7A6OS	uknown	uknown	uknown	uknown
HGNC:11065	SLC7A7	uknown	uknown	uknown	uknown
HGNC:11066	SLC7A8	negative	negative	negative	negative
HGNC:11067	SLC7A9	uknown	uknown	uknown	uknown
HGNC:11058	SLC7A10	negative	negative	negative	negative
HGNC:11059	SLC7A11	negative	negative	negative	negative
HGNC:23092	SLC7A13	negative	negative	negative	negative
HGNC:29326	SLC7A14	negative	negative	negative	negative
HGNC:11068	SLC8A1	uknown	uknown	uknown	uknown
HGNC:11069	SLC8A2	negative	negative	negative	negative
HGNC:11070	SLC8A3	negative	negative	negative	negative
HGNC:26175	SLC8B1	negative	negative	negative	negative
HGNC:11071	SLC9A1	uknown	uknown	uknown	uknown
HGNC:11072	SLC9A2	negative	negative	negative	negative
HGNC:11073	SLC9A3	uknown	uknown	uknown	uknown
HGNC:11077	SLC9A4	negative	negative	negative	negative
HGNC:11078	SLC9A5	negative	negative	negative	negative
HGNC:11079	SLC9A6	-	-	-	positive
HGNC:17123	SLC9A7	uknown	uknown	uknown	uknown
HGNC:20728	SLC9A8	negative	negative	negative	negative
HGNC:20653	SLC9A9	uknown	uknown	uknown	uknown
HGNC:24244	SLC9B1	negative	negative	negative	negative
HGNC:25143	SLC9B2	negative	negative	negative	negative
HGNC:31401	SLC9C1	negative	negative	negative	negative
HGNC:28664	SLC9C2	negative	negative	negative	negative
HGNC:10905	SLC10A1	uknown	uknown	uknown	uknown
HGNC:10906	SLC10A2	uknown	uknown	uknown	uknown
HGNC:22979	SLC10A3	negative	negative	negative	negative
HGNC:22980	SLC10A4	negative	negative	negative	negative
HGNC:22981	SLC10A5	negative	negative	negative	negative
HGNC:30603	SLC10A6	negative	negative	negative	negative
HGNC:23088	SLC10A7	uknown	uknown	uknown	uknown
HGNC:10907	SLC11A1	uknown	uknown	uknown	uknown
HGNC:10908	SLC11A2	uknown	uknown	uknown	uknown
HGNC:10910	SLC12A1	uknown	uknown	uknown	uknown
HGNC:10911	SLC12A2	positive	positive	positive	positive
HGNC:10912	SLC12A3	uknown	uknown	uknown	uknown
HGNC:10913	SLC12A4	negative	negative	negative	negative
HGNC:13818	SLC12A5	-	positive	positive	positive
HGNC:10914	SLC12A6	-	positive	positive	positive
HGNC:10915	SLC12A7	uknown	uknown	uknown	uknown
HGNC:15595	SLC12A8	negative	negative	negative	negative
HGNC:17435	SLC12A9	negative	negative	negative	negative
HGNC:10916	SLC13A1	negative	negative	negative	negative
HGNC:10917	SLC13A2	negative	negative	negative	negative
HGNC:14430	SLC13A3	uknown	uknown	uknown	uknown
HGNC:15827	SLC13A4	uknown	uknown	uknown	uknown
HGNC:23089	SLC13A5	-	positive	positive	positive
HGNC:10918	SLC14A1	negative	negative	negative	negative
HGNC:10919	SLC14A2	negative	negative	negative	negative
HGNC:10920	SLC15A1	negative	negative	negative	negative
HGNC:10921	SLC15A2	negative	negative	negative	negative
HGNC:18068	SLC15A3	negative	negative	negative	negative
HGNC:23090	SLC15A4	uknown	uknown	uknown	uknown
HGNC:33455	SLC15A5	negative	negative	negative	negative
HGNC:10922	SLC16A1	uknown	uknown	uknown	uknown
HGNC:10923	SLC16A2	-	-	-	positive
HGNC:10924	SLC16A3	negative	negative	negative	negative
HGNC:10925	SLC16A4	negative	negative	negative	negative
HGNC:10926	SLC16A5	negative	negative	negative	negative
HGNC:10927	SLC16A6	negative	negative	negative	negative
HGNC:10928	SLC16A7	negative	negative	negative	negative
HGNC:16270	SLC16A8	negative	negative	negative	negative
HGNC:23520	SLC16A9	negative	negative	negative	negative
HGNC:17027	SLC16A10	negative	negative	negative	negative
HGNC:23093	SLC16A11	negative	negative	negative	negative
HGNC:23094	SLC16A12	uknown	uknown	uknown	uknown
HGNC:31037	SLC16A13	negative	negative	negative	negative
HGNC:26417	SLC16A14	negative	negative	negative	negative
HGNC:10929	SLC17A1	negative	negative	negative	negative
HGNC:10930	SLC17A2	negative	negative	negative	negative
HGNC:10931	SLC17A3	negative	negative	negative	negative
HGNC:10932	SLC17A4	negative	negative	negative	negative
HGNC:10933	SLC17A5	-	positive	positive	positive
HGNC:16703	SLC17A6	negative	negative	negative	negative
HGNC:16704	SLC17A7	negative	negative	negative	negative
HGNC:20151	SLC17A8	uknown	uknown	uknown	uknown
HGNC:16192	SLC17A9	uknown	uknown	uknown	uknown
HGNC:10934	SLC18A1	negative	negative	negative	negative
HGNC:10935	SLC18A2	uknown	uknown	uknown	uknown
HGNC:10936	SLC18A3	uknown	uknown	uknown	uknown
HGNC:21573	SLC18B1	negative	negative	negative	negative
HGNC:10937	SLC19A1	uknown	uknown	uknown	uknown
HGNC:10938	SLC19A2	uknown	uknown	uknown	uknown
HGNC:16266	SLC19A3	-	positive	positive	positive
HGNC:10946	SLC20A1	uknown	uknown	uknown	uknown
HGNC:10947	SLC20A2	uknown	uknown	uknown	uknown
HGNC:10963	SLC22A1	uknown	uknown	uknown	uknown
HGNC:10966	SLC22A2	uknown	uknown	uknown	uknown
HGNC:10967	SLC22A3	uknown	uknown	uknown	uknown
HGNC:10968	SLC22A4	uknown	uknown	uknown	uknown
HGNC:10969	SLC22A5	uknown	uknown	uknown	uknown
HGNC:10970	SLC22A6	negative	negative	negative	negative
HGNC:10971	SLC22A7	negative	negative	negative	negative
HGNC:10972	SLC22A8	negative	negative	negative	negative
HGNC:16261	SLC22A9	uknown	uknown	uknown	uknown
HGNC:18057	SLC22A10	negative	negative	negative	negative
HGNC:18120	SLC22A11	negative	negative	negative	negative
HGNC:17989	SLC22A12	uknown	uknown	uknown	uknown
HGNC:8494	SLC22A13	negative	negative	negative	negative
HGNC:8495	SLC22A14	negative	negative	negative	negative
HGNC:20301	SLC22A15	uknown	uknown	uknown	uknown
HGNC:20302	SLC22A16	negative	negative	negative	negative
HGNC:23095	SLC22A17	negative	negative	negative	negative
HGNC:10964	SLC22A18	uknown	uknown	uknown	uknown
HGNC:21106	SLC22A23	negative	negative	negative	negative
HGNC:28542	SLC22A24	negative	negative	negative	negative
HGNC:32935	SLC22A25	negative	negative	negative	negative
HGNC:27091	SLC22A31	negative	negative	negative	negative
HGNC:10974	SLC23A1	negative	negative	negative	negative
HGNC:10973	SLC23A2	negative	negative	negative	negative
HGNC:20601	SLC23A3	negative	negative	negative	negative
HGNC:10975	SLC24A1	uknown	uknown	uknown	uknown
HGNC:10976	SLC24A2	uknown	uknown	uknown	uknown
HGNC:10977	SLC24A3	negative	negative	negative	negative
HGNC:10978	SLC24A4	uknown	uknown	uknown	uknown
HGNC:20611	SLC24A5	uknown	uknown	uknown	uknown
HGNC:10979	SLC25A1	-	positive	positive	positive
HGNC:22921	SLC25A2	uknown	uknown	uknown	uknown
HGNC:10989	SLC25A3	uknown	uknown	uknown	uknown
HGNC:10990	SLC25A4	uknown	uknown	uknown	uknown
HGNC:10991	SLC25A5	negative	negative	negative	negative
HGNC:10992	SLC25A6	negative	negative	negative	negative
HGNC:10980	SLC25A10	negative	negative	negative	negative
HGNC:10981	SLC25A11	uknown	uknown	uknown	uknown
HGNC:10982	SLC25A12	-	positive	positive	positive
HGNC:10983	SLC25A13	uknown	uknown	uknown	uknown
HGNC:10984	SLC25A14	negative	negative	negative	negative
HGNC:10985	SLC25A15	-	positive	positive	positive
HGNC:10986	SLC25A16	negative	negative	negative	negative
HGNC:10987	SLC25A17	negative	negative	negative	negative
HGNC:10988	SLC25A18	negative	negative	negative	negative
HGNC:14409	SLC25A19	uknown	uknown	uknown	uknown
HGNC:1421	SLC25A20	uknown	uknown	uknown	uknown
HGNC:14411	SLC25A21	uknown	uknown	uknown	uknown
HGNC:19954	SLC25A22	-	positive	positive	positive
HGNC:19375	SLC25A23	negative	negative	negative	negative
HGNC:20662	SLC25A24	uknown	uknown	uknown	uknown
HGNC:20663	SLC25A25	negative	negative	negative	negative
HGNC:20661	SLC25A26	uknown	uknown	uknown	uknown
HGNC:21065	SLC25A27	uknown	uknown	uknown	uknown
HGNC:23472	SLC25A28	negative	negative	negative	negative
HGNC:20116	SLC25A29	negative	negative	negative	negative
HGNC:27371	SLC25A30	negative	negative	negative	negative
HGNC:25319	SLC25A31	negative	negative	negative	negative
HGNC:29683	SLC25A32	uknown	uknown	uknown	uknown
HGNC:29681	SLC25A33	negative	negative	negative	negative
HGNC:27653	SLC25A34	negative	negative	negative	negative
HGNC:31921	SLC25A35	negative	negative	negative	negative
HGNC:25554	SLC25A36	negative	negative	negative	negative
HGNC:29786	SLC25A37	negative	negative	negative	negative
HGNC:26054	SLC25A38	uknown	uknown	uknown	uknown
HGNC:24279	SLC25A39	uknown	uknown	uknown	uknown
HGNC:29680	SLC25A40	uknown	uknown	uknown	uknown
HGNC:28533	SLC25A41	negative	negative	negative	negative
HGNC:28380	SLC25A42	uknown	uknown	uknown	uknown
HGNC:30557	SLC25A43	negative	negative	negative	negative
HGNC:29036	SLC25A44	negative	negative	negative	negative
HGNC:27442	SLC25A45	negative	negative	negative	negative
HGNC:25198	SLC25A46	uknown	uknown	uknown	uknown
HGNC:20115	SLC25A47	negative	negative	negative	negative
HGNC:30451	SLC25A48	negative	negative	negative	negative
HGNC:23323	SLC25A51	negative	negative	negative	negative
HGNC:23324	SLC25A52	negative	negative	negative	negative
HGNC:31894	SLC25A53	uknown	uknown	uknown	uknown
HGNC:10993	SLC26A1	uknown	uknown	uknown	uknown
HGNC:10994	SLC26A2	uknown	uknown	uknown	uknown
HGNC:3018	SLC26A3	uknown	uknown	uknown	uknown
HGNC:8818	SLC26A4	uknown	uknown	uknown	uknown
HGNC:9359	SLC26A5	uknown	uknown	uknown	uknown
HGNC:14472	SLC26A6	uknown	uknown	uknown	uknown
HGNC:14467	SLC26A7	uknown	uknown	uknown	uknown
HGNC:14468	SLC26A8	negative	negative	negative	negative
HGNC:14469	SLC26A9	uknown	uknown	uknown	uknown
HGNC:14471	SLC26A11	negative	negative	negative	negative
HGNC:10995	SLC27A1	negative	negative	negative	negative
HGNC:10996	SLC27A2	negative	negative	negative	negative
HGNC:10997	SLC27A3	negative	negative	negative	negative
HGNC:10998	SLC27A4	uknown	uknown	uknown	uknown
HGNC:10999	SLC27A5	uknown	uknown	uknown	uknown
HGNC:11000	SLC27A6	negative	negative	negative	negative
HGNC:11001	SLC28A1	negative	negative	negative	negative
HGNC:11002	SLC28A2	negative	negative	negative	negative
HGNC:16484	SLC28A3	negative	negative	negative	negative
HGNC:11003	SLC29A1	negative	negative	negative	negative
HGNC:11004	SLC29A2	negative	negative	negative	negative
HGNC:23096	SLC29A3	uknown	uknown	uknown	uknown
HGNC:23097	SLC29A4	uknown	uknown	uknown	uknown
HGNC:11012	SLC30A1	negative	negative	negative	negative
HGNC:11013	SLC30A2	negative	negative	negative	negative
HGNC:11014	SLC30A3	negative	negative	negative	negative
HGNC:11015	SLC30A4	uknown	uknown	uknown	uknown
HGNC:19089	SLC30A5	uknown	uknown	uknown	uknown
HGNC:19305	SLC30A6	negative	negative	negative	negative
HGNC:19306	SLC30A7	negative	negative	negative	negative
HGNC:20303	SLC30A8	negative	negative	negative	negative
HGNC:1329	SLC30A9	uknown	uknown	uknown	uknown
HGNC:25355	SLC30A10	uknown	uknown	uknown	uknown
HGNC:11016	SLC31A1	uknown	uknown	uknown	uknown
HGNC:11017	SLC31A2	negative	negative	negative	negative
HGNC:11018	SLC32A1	uknown	uknown	uknown	uknown
HGNC:95	SLC33A1	-	positive	positive	positive
HGNC:11019	SLC34A1	uknown	uknown	uknown	uknown
HGNC:11020	SLC34A2	uknown	uknown	uknown	uknown
HGNC:20305	SLC34A3	uknown	uknown	uknown	uknown
HGNC:11021	SLC35A1	-	positive	positive	positive
HGNC:11022	SLC35A2	-	-	-	positive
HGNC:11023	SLC35A3	uknown	uknown	uknown	uknown
HGNC:20753	SLC35A4	negative	negative	negative	negative
HGNC:20792	SLC35A5	negative	negative	negative	negative
HGNC:20798	SLC35B1	uknown	uknown	uknown	uknown
HGNC:16872	SLC35B2	uknown	uknown	uknown	uknown
HGNC:21601	SLC35B3	negative	negative	negative	negative
HGNC:20584	SLC35B4	uknown	uknown	uknown	uknown
HGNC:20197	SLC35C1	-	positive	positive	positive
HGNC:17117	SLC35C2	negative	negative	negative	negative
HGNC:20800	SLC35D1	uknown	uknown	uknown	uknown
HGNC:20799	SLC35D2	negative	negative	negative	negative
HGNC:15621	SLC35D3	negative	negative	negative	negative
HGNC:20803	SLC35E1	negative	negative	negative	negative
HGNC:33941	SLC35E2B	negative	negative	negative	negative
HGNC:20864	SLC35E3	negative	negative	negative	negative
HGNC:17058	SLC35E4	negative	negative	negative	negative
HGNC:21483	SLC35F1	uknown	uknown	uknown	uknown
HGNC:23615	SLC35F2	negative	negative	negative	negative
HGNC:23616	SLC35F3	negative	negative	negative	negative
HGNC:19845	SLC35F4	negative	negative	negative	negative
HGNC:23617	SLC35F5	negative	negative	negative	negative
HGNC:26055	SLC35F6	negative	negative	negative	negative
HGNC:26607	SLC35G1	negative	negative	negative	negative
HGNC:28480	SLC35G2	negative	negative	negative	negative
HGNC:26848	SLC35G3	negative	negative	negative	negative
HGNC:31043	SLC35G4	negative	negative	negative	negative
HGNC:15546	SLC35G5	negative	negative	negative	negative
HGNC:31351	SLC35G6	negative	negative	negative	negative
HGNC:18761	SLC36A1	negative	negative	negative	negative
HGNC:18762	SLC36A2	uknown	uknown	uknown	uknown
HGNC:19659	SLC36A3	negative	negative	negative	negative
HGNC:19660	SLC36A4	negative	negative	negative	negative
HGNC:11024	SLC37A1	negative	negative	negative	negative
HGNC:20644	SLC37A2	negative	negative	negative	negative
HGNC:20651	SLC37A3	uknown	uknown	uknown	uknown
HGNC:4061	SLC37A4	uknown	uknown	uknown	uknown
HGNC:13447	SLC38A1	negative	negative	negative	negative
HGNC:13448	SLC38A2	negative	negative	negative	negative
HGNC:18044	SLC38A3	-	positive	positive	positive
HGNC:14679	SLC38A4	negative	negative	negative	negative
HGNC:18070	SLC38A5	negative	negative	negative	negative
HGNC:19863	SLC38A6	negative	negative	negative	negative
HGNC:25582	SLC38A7	negative	negative	negative	negative
HGNC:32434	SLC38A8	uknown	uknown	uknown	uknown
HGNC:26907	SLC38A9	negative	negative	negative	negative
HGNC:28237	SLC38A10	uknown	uknown	uknown	uknown
HGNC:26836	SLC38A11	negative	negative	negative	negative
HGNC:12876	SLC39A1	negative	negative	negative	negative
HGNC:17127	SLC39A2	negative	negative	negative	negative
HGNC:17128	SLC39A3	negative	negative	negative	negative
HGNC:17129	SLC39A4	uknown	uknown	uknown	uknown
HGNC:20502	SLC39A5	negative	negative	negative	negative
HGNC:18607	SLC39A6	negative	negative	negative	negative
HGNC:4927	SLC39A7	uknown	uknown	uknown	uknown
HGNC:20862	SLC39A8	-	positive	positive	positive
HGNC:20182	SLC39A9	negative	negative	negative	negative
HGNC:20861	SLC39A10	negative	negative	negative	negative
HGNC:14463	SLC39A11	negative	negative	negative	negative
HGNC:20860	SLC39A12	negative	negative	negative	negative
HGNC:20859	SLC39A13	uknown	uknown	uknown	uknown
HGNC:20858	SLC39A14	-	positive	positive	positive
HGNC:10909	SLC40A1	uknown	uknown	uknown	uknown
HGNC:19429	SLC41A1	uknown	uknown	uknown	uknown
HGNC:31045	SLC41A2	negative	negative	negative	negative
HGNC:31046	SLC41A3	negative	negative	negative	negative
HGNC:9225	SLC43A1	negative	negative	negative	negative
HGNC:23087	SLC43A2	negative	negative	negative	negative
HGNC:17466	SLC43A3	negative	negative	negative	negative
HGNC:18798	SLC44A1	uknown	uknown	uknown	uknown
HGNC:17292	SLC44A2	negative	negative	negative	negative
HGNC:28689	SLC44A3	negative	negative	negative	negative
HGNC:13941	SLC44A4	negative	negative	negative	negative
HGNC:28524	SLC44A5	negative	negative	negative	negative
HGNC:17939	SLC45A1	uknown	uknown	uknown	uknown
HGNC:16472	SLC45A2	uknown	uknown	uknown	uknown
HGNC:8642	SLC45A3	negative	negative	negative	negative
HGNC:29196	SLC45A4	negative	negative	negative	negative
HGNC:30521	SLC46A1	-	positive	positive	positive
HGNC:16055	SLC46A2	negative	negative	negative	negative
HGNC:27501	SLC46A3	negative	negative	negative	negative
HGNC:25588	SLC47A1	negative	negative	negative	negative
HGNC:26439	SLC47A2	negative	negative	negative	negative
HGNC:26035	SLC48A1	negative	negative	negative	negative
HGNC:26177	SLC49A3	negative	negative	negative	negative
HGNC:16628	SLC49A4	negative	negative	negative	negative
HGNC:30657	SLC50A1	negative	negative	negative	negative
HGNC:29955	SLC51A	uknown	uknown	uknown	uknown
HGNC:29956	SLC51B	negative	negative	negative	negative
HGNC:30225	SLC52A1	uknown	uknown	uknown	uknown
HGNC:30224	SLC52A2	uknown	uknown	uknown	uknown
HGNC:16187	SLC52A3	uknown	uknown	uknown	uknown
HGNC:26001	SLC66A1	negative	negative	negative	negative
HGNC:26188	SLC66A2	negative	negative	negative	negative
HGNC:28503	SLC66A3	negative	negative	negative	negative
HGNC:10956	SLCO1A2	negative	negative	negative	negative
HGNC:10959	SLCO1B1	uknown	uknown	uknown	uknown
HGNC:10961	SLCO1B3	uknown	uknown	uknown	uknown
HGNC:32934	SLCO1B7	negative	negative	negative	negative
HGNC:13819	SLCO1C1	negative	negative	negative	negative
HGNC:10955	SLCO2A1	uknown	uknown	uknown	uknown
HGNC:10962	SLCO2B1	negative	negative	negative	negative
HGNC:10952	SLCO3A1	negative	negative	negative	negative
HGNC:10953	SLCO4A1	negative	negative	negative	negative
HGNC:23612	SLCO4C1	negative	negative	negative	negative
HGNC:19046	SLCO5A1	uknown	uknown	uknown	uknown
HGNC:23613	SLCO6A1	negative	negative	negative	negative
HGNC:25408	SLF1	negative	negative	negative	negative
HGNC:17814	SLF2	negative	negative	negative	negative
HGNC:28286	SLFN5	negative	negative	negative	negative
HGNC:26633	SLFN11	negative	negative	negative	negative
HGNC:25500	SLFN12	uknown	uknown	uknown	uknown
HGNC:33920	SLFN12L	uknown	uknown	uknown	uknown
HGNC:26481	SLFN13	negative	negative	negative	negative
HGNC:32689	SLFN14	uknown	uknown	uknown	uknown
HGNC:26313	SLFNL1	negative	negative	negative	negative
HGNC:20495	SLIRP	uknown	uknown	uknown	uknown
HGNC:11085	SLIT1	negative	negative	negative	negative
HGNC:11086	SLIT2	uknown	uknown	uknown	uknown
HGNC:11087	SLIT3	negative	negative	negative	negative
HGNC:20297	SLITRK1	negative	negative	negative	negative
HGNC:13449	SLITRK2	negative	negative	negative	negative
HGNC:23501	SLITRK3	negative	negative	negative	negative
HGNC:23502	SLITRK4	negative	negative	negative	negative
HGNC:20295	SLITRK5	uknown	uknown	uknown	uknown
HGNC:23503	SLITRK6	uknown	uknown	uknown	uknown
HGNC:11088	SLK	negative	negative	negative	negative
HGNC:16643	SLMAP	uknown	uknown	uknown	uknown
HGNC:11089	SLN	negative	negative	negative	negative
HGNC:11092	SLPI	negative	negative	negative	negative
HGNC:20709	SLTM	negative	negative	negative	negative
HGNC:16939	SLU7	negative	negative	negative	negative
HGNC:18746	SLURP1	uknown	uknown	uknown	uknown
HGNC:25549	SLURP2	negative	negative	negative	negative
HGNC:20922	SLX1A	negative	negative	negative	negative
HGNC:28748	SLX1B	negative	negative	negative	negative
HGNC:23845	SLX4	-	positive	positive	positive
HGNC:16225	SLX4IP	negative	negative	negative	negative
HGNC:15811	SLX9	negative	negative	negative	negative
HGNC:6767	SMAD1	uknown	uknown	uknown	uknown
HGNC:6768	SMAD2	uknown	uknown	uknown	uknown
HGNC:6769	SMAD3	uknown	uknown	uknown	uknown
HGNC:6770	SMAD4	positive	-	positive	positive
HGNC:6771	SMAD5	negative	negative	negative	negative
HGNC:6772	SMAD6	uknown	uknown	uknown	uknown
HGNC:6773	SMAD7	negative	negative	negative	negative
HGNC:6774	SMAD9	uknown	uknown	uknown	uknown
HGNC:26918	SMAGP	negative	negative	negative	negative
HGNC:19651	SMAP1	negative	negative	negative	negative
HGNC:25082	SMAP2	negative	negative	negative	negative
HGNC:11097	SMARCA1	uknown	uknown	uknown	uknown
HGNC:11098	SMARCA2	positive	-	positive	positive
HGNC:11100	SMARCA4	positive	-	positive	positive
HGNC:11101	SMARCA5	positive	-	positive	positive
HGNC:18398	SMARCAD1	uknown	uknown	uknown	uknown
HGNC:11102	SMARCAL1	uknown	uknown	uknown	uknown
HGNC:11103	SMARCB1	positive	-	positive	positive
HGNC:11104	SMARCC1	uknown	uknown	uknown	uknown
HGNC:11105	SMARCC2	positive	-	positive	positive
HGNC:11106	SMARCD1	positive	-	positive	positive
HGNC:11107	SMARCD2	uknown	uknown	uknown	uknown
HGNC:11108	SMARCD3	uknown	uknown	uknown	uknown
HGNC:11109	SMARCE1	positive	-	positive	positive
HGNC:11111	SMC1A	-	-	-	positive
HGNC:11112	SMC1B	negative	negative	negative	negative
HGNC:14011	SMC2	negative	negative	negative	negative
HGNC:2468	SMC3	positive	-	positive	positive
HGNC:14013	SMC4	negative	negative	negative	negative
HGNC:20465	SMC5	negative	negative	negative	negative
HGNC:20466	SMC6	negative	negative	negative	negative
HGNC:29090	SMCHD1	uknown	uknown	uknown	uknown
HGNC:27407	SMCO1	negative	negative	negative	negative
HGNC:34448	SMCO2	negative	negative	negative	negative
HGNC:34401	SMCO3	negative	negative	negative	negative
HGNC:24810	SMCO4	negative	negative	negative	negative
HGNC:6962	SMCP	negative	negative	negative	negative
HGNC:17921	SMCR8	negative	negative	negative	negative
HGNC:25055	SMDT1	negative	negative	negative	negative
HGNC:30045	SMG1	negative	negative	negative	negative
HGNC:24644	SMG5	negative	negative	negative	negative
HGNC:17809	SMG6	uknown	uknown	uknown	uknown
HGNC:16792	SMG7	negative	negative	negative	negative
HGNC:25551	SMG8	-	positive	positive	positive
HGNC:25763	SMG9	uknown	uknown	uknown	uknown
HGNC:44204	SMIM1	negative	negative	negative	negative
HGNC:28776	SMIM2	negative	negative	negative	negative
HGNC:30248	SMIM3	negative	negative	negative	negative
HGNC:40030	SMIM5	negative	negative	negative	negative
HGNC:40032	SMIM6	negative	negative	negative	negative
HGNC:28419	SMIM7	negative	negative	negative	negative
HGNC:21401	SMIM8	negative	negative	negative	negative
HGNC:41915	SMIM9	negative	negative	negative	negative
HGNC:41913	SMIM10	negative	negative	negative	negative
HGNC:49847	SMIM10L1	negative	negative	negative	negative
HGNC:34499	SMIM10L2A	negative	negative	negative	negative
HGNC:34500	SMIM10L2B	negative	negative	negative	negative
HGNC:1293	SMIM11	negative	negative	negative	negative
HGNC:25154	SMIM12	negative	negative	negative	negative
HGNC:27356	SMIM13	negative	negative	negative	negative
HGNC:27321	SMIM14	negative	negative	negative	negative
HGNC:33861	SMIM15	negative	negative	negative	negative
HGNC:27114	SMIM17	negative	negative	negative	negative
HGNC:42973	SMIM18	negative	negative	negative	negative
HGNC:25166	SMIM19	negative	negative	negative	negative
HGNC:37260	SMIM20	negative	negative	negative	negative
HGNC:27598	SMIM21	negative	negative	negative	negative
HGNC:48329	SMIM22	negative	negative	negative	negative
HGNC:34440	SMIM23	negative	negative	negative	negative
HGNC:37244	SMIM24	negative	negative	negative	negative
HGNC:43430	SMIM26	negative	negative	negative	negative
HGNC:31420	SMIM27	negative	negative	negative	negative
HGNC:53434	SMIM28	negative	negative	negative	negative
HGNC:1340	SMIM29	negative	negative	negative	negative
HGNC:48953	SMIM30	negative	negative	negative	negative
HGNC:49638	SMIM31	negative	negative	negative	negative
HGNC:53640	SMIM32	negative	negative	negative	negative
HGNC:53645	SMIM33	negative	negative	negative	negative
HGNC:39601	SMIM34	negative	negative	negative	negative
HGNC:44179	SMIM35	negative	negative	negative	negative
HGNC:53654	SMIM36	negative	negative	negative	negative
HGNC:54074	SMIM38	negative	negative	negative	negative
HGNC:54076	SMIM39	negative	negative	negative	negative
HGNC:54073	SMIM40	negative	negative	negative	negative
HGNC:54075	SMIM41	negative	negative	negative	negative
HGNC:55000	SMIM42	negative	negative	negative	negative
HGNC:55077	SMIM43	negative	negative	negative	negative
HGNC:55815	SMIM44	negative	negative	negative	negative
HGNC:27930	SMIM45	negative	negative	negative	negative
HGNC:56307	SMIM46	negative	negative	negative	negative
HGNC:53452	SMIM47	negative	negative	negative	negative
HGNC:43561	SMKR1	negative	negative	negative	negative
HGNC:44670	SMLR1	negative	negative	negative	negative
HGNC:11117	SMN1	uknown	uknown	uknown	uknown
HGNC:11118	SMN2	uknown	uknown	uknown	uknown
HGNC:16900	SMNDC1	negative	negative	negative	negative
HGNC:11119	SMO	positive	-	positive	positive
HGNC:20318	SMOC1	-	positive	positive	positive
HGNC:20323	SMOC2	uknown	uknown	uknown	uknown
HGNC:15862	SMOX	negative	negative	negative	negative
HGNC:11120	SMPD1	-	positive	positive	positive
HGNC:11121	SMPD2	negative	negative	negative	negative
HGNC:14240	SMPD3	negative	negative	negative	negative
HGNC:32949	SMPD4	-	positive	positive	positive
HGNC:17389	SMPDL3A	uknown	uknown	uknown	uknown
HGNC:21416	SMPDL3B	negative	negative	negative	negative
HGNC:11122	SMPX	uknown	uknown	uknown	uknown
HGNC:19216	SMR3A	negative	negative	negative	negative
HGNC:17326	SMR3B	negative	negative	negative	negative
HGNC:11123	SMS	-	-	-	positive
HGNC:11126	SMTN	negative	negative	negative	negative
HGNC:32394	SMTNL1	negative	negative	negative	negative
HGNC:24764	SMTNL2	negative	negative	negative	negative
HGNC:18247	SMU1	negative	negative	negative	negative
